0,723214286;0,169642857;0,50297619;0,1875
0,77;0,133333333;0,176666667;0,56
0,630498534;0,325513196;0,454545455;0,331378299
0,518624642;0,401146132;0,332378223;0,501432665
0,669444444;0,180555556;0,491666667;0,252777778
0,768072289;0,186746988;0,189759036;0,457831325
0,623493976;0,358433735;0,472891566;0,325301205
0,468085106;0,328267477;0,319148936;0,452887538
0,700934579;0,289719626;0,395638629;0,277258567
0,661849711;0,26300578;0,306358382;0,395953757
0,656666667;0,263333333;0,456666667;0,293333333
0,96097561;0,624390244;0,668292683;0,697560976